"Id","SalePrice"
1461,114373.508928571
1462,128674.694029851
1463,154787.205128205
1464,178180.879699248
1465,202739.714285714
1466,178180.879699248
1467,151897.736842105
1468,178180.879699248
1469,183201.235294118
1470,104376.447916667
1471,183201.235294118
1472,114373.508928571
1473,128674.694029851
1474,178180.879699248
1475,154308.941176471
1476,431196.75
1477,269788.441860465
1478,355747.925925926
1479,269788.441860465
1480,411235.833333333
1481,319529.966666667
1482,202739.714285714
1483,151897.736842105
1484,154308.941176471
1485,183201.235294118
1486,209024.433070866
1487,319529.966666667
1488,269788.441860465
1489,183201.235294118
1490,178180.879699248
1491,209024.433070866
1492,114373.508928571
1493,178180.879699248
1494,319529.966666667
1495,319529.966666667
1496,209024.433070866
1497,209024.433070866
1498,154308.941176471
1499,154308.941176471
1500,151897.736842105
1501,178180.879699248
1502,154308.941176471
1503,269788.441860465
1504,244525.326086957
1505,209024.433070866
1506,178180.879699248
1507,204235.290322581
1508,178180.879699248
1509,178180.879699248
1510,151897.736842105
1511,151897.736842105
1512,154787.205128205
1513,178180.879699248
1514,136277.662650602
1515,154787.205128205
1516,178180.879699248
1517,128674.694029851
1518,154787.205128205
1519,183201.235294118
1520,128674.694029851
1521,128674.694029851
1522,178180.879699248
1523,104376.447916667
1524,128674.694029851
1525,114373.508928571
1526,114373.508928571
1527,104376.447916667
1528,128674.694029851
1529,151897.736842105
1530,178180.879699248
1531,136277.662650602
1532,114373.508928571
1533,151897.736842105
1534,128674.694029851
1535,136277.662650602
1536,128674.694029851
1537,104376.447916667
1538,244525.326086957
1539,261714.285714286
1540,161744.444444444
1541,178180.879699248
1542,136277.662650602
1543,241408.411764706
1544,70791.4090909091
1545,128674.694029851
1546,151897.736842105
1547,136277.662650602
1548,136277.662650602
1549,133742.476744186
1550,154787.205128205
1551,128674.694029851
1552,154787.205128205
1553,136277.662650602
1554,128674.694029851
1555,136277.662650602
1556,128674.694029851
1557,136277.662650602
1558,114373.508928571
1559,161744.444444444
1560,154787.205128205
1561,136277.662650602
1562,114373.508928571
1563,114373.508928571
1564,151897.736842105
1565,154787.205128205
1566,209024.433070866
1567,70791.4090909091
1568,204235.290322581
1569,136277.662650602
1570,128674.694029851
1571,136277.662650602
1572,128674.694029851
1573,209024.433070866
1574,151897.736842105
1575,183201.235294118
1576,178180.879699248
1577,183201.235294118
1578,178180.879699248
1579,133742.476744186
1580,209024.433070866
1581,114373.508928571
1582,133742.476744186
1583,417500
1584,241408.411764706
1585,133742.476744186
1586,70791.4090909091
1587,114373.508928571
1588,128674.694029851
1589,104376.447916667
1590,128674.694029851
1591,104376.447916667
1592,128674.694029851
1593,133742.476744186
1594,161744.444444444
1595,136277.662650602
1596,241408.411764706
1597,154787.205128205
1598,209024.433070866
1599,202739.714285714
1600,202739.714285714
1601,70791.4090909091
1602,128674.694029851
1603,104376.447916667
1604,244525.326086957
1605,269788.441860465
1606,151897.736842105
1607,204235.290322581
1608,183201.235294118
1609,183201.235294118
1610,154787.205128205
1611,151897.736842105
1612,154787.205128205
1613,151897.736842105
1614,114373.508928571
1615,104376.447916667
1616,104376.447916667
1617,104376.447916667
1618,114373.508928571
1619,133742.476744186
1620,154787.205128205
1621,151897.736842105
1622,136277.662650602
1623,244525.326086957
1624,178180.879699248
1625,114373.508928571
1626,178180.879699248
1627,178180.879699248
1628,319529.966666667
1629,209024.433070866
1630,306198.083333333
1631,244525.326086957
1632,244525.326086957
1633,183201.235294118
1634,178180.879699248
1635,178180.879699248
1636,151897.736842105
1637,154787.205128205
1638,241408.411764706
1639,178180.879699248
1640,258129.230769231
1641,178180.879699248
1642,209024.433070866
1643,244525.326086957
1644,244525.326086957
1645,154787.205128205
1646,151897.736842105
1647,154308.941176471
1648,151897.736842105
1649,128674.694029851
1650,104376.447916667
1651,104376.447916667
1652,114373.508928571
1653,114373.508928571
1654,178180.879699248
1655,154308.941176471
1656,178180.879699248
1657,178180.879699248
1658,178180.879699248
1659,154308.941176471
1660,151897.736842105
1661,411235.833333333
1662,411235.833333333
1663,355747.925925926
1664,411235.833333333
1665,355747.925925926
1666,269788.441860465
1667,319529.966666667
1668,355747.925925926
1669,355747.925925926
1670,355747.925925926
1671,209024.433070866
1672,611657
1673,319529.966666667
1674,269788.441860465
1675,151897.736842105
1676,151897.736842105
1677,183201.235294118
1678,333603.666666667
1679,319529.966666667
1680,292311.625
1681,292311.625
1682,269788.441860465
1683,183201.235294118
1684,183201.235294118
1685,178180.879699248
1686,183201.235294118
1687,183201.235294118
1688,209024.433070866
1689,209024.433070866
1690,209024.433070866
1691,183201.235294118
1692,319529.966666667
1693,183201.235294118
1694,178180.879699248
1695,183201.235294118
1696,304077.666666667
1697,183201.235294118
1698,319529.966666667
1699,319529.966666667
1700,241408.411764706
1701,261714.285714286
1702,269788.441860465
1703,269788.441860465
1704,269788.441860465
1705,244525.326086957
1706,333603.666666667
1707,183201.235294118
1708,183201.235294118
1709,355747.925925926
1710,244525.326086957
1711,269788.441860465
1712,244525.326086957
1713,209024.433070866
1714,209024.433070866
1715,209024.433070866
1716,183201.235294118
1717,154308.941176471
1718,128674.694029851
1719,209024.433070866
1720,269788.441860465
1721,154308.941176471
1722,128674.694029851
1723,151897.736842105
1724,183201.235294118
1725,241408.411764706
1726,178180.879699248
1727,151897.736842105
1728,209024.433070866
1729,178180.879699248
1730,178180.879699248
1731,133742.476744186
1732,133742.476744186
1733,114373.508928571
1734,114373.508928571
1735,114373.508928571
1736,114373.508928571
1737,319529.966666667
1738,209024.433070866
1739,304077.666666667
1740,178180.879699248
1741,151897.736842105
1742,178180.879699248
1743,183201.235294118
1744,244525.326086957
1745,209024.433070866
1746,306198.083333333
1747,241408.411764706
1748,251400
1749,151897.736842105
1750,128674.694029851
1751,241408.411764706
1752,114373.508928571
1753,154787.205128205
1754,241408.411764706
1755,151897.736842105
1756,104376.447916667
1757,114373.508928571
1758,104376.447916667
1759,154787.205128205
1760,151897.736842105
1761,151897.736842105
1762,154787.205128205
1763,178180.879699248
1764,114373.508928571
1765,178180.879699248
1766,178180.879699248
1767,178180.879699248
1768,128674.694029851
1769,183201.235294118
1770,114373.508928571
1771,128674.694029851
1772,136277.662650602
1773,104376.447916667
1774,154787.205128205
1775,128674.694029851
1776,151897.736842105
1777,114373.508928571
1778,114373.508928571
1779,128674.694029851
1780,209024.433070866
1781,128674.694029851
1782,70791.4090909091
1783,151897.736842105
1784,104376.447916667
1785,128674.694029851
1786,154787.205128205
1787,209024.433070866
1788,70791.4090909091
1789,133742.476744186
1790,70791.4090909091
1791,204235.290322581
1792,136277.662650602
1793,133742.476744186
1794,133742.476744186
1795,128674.694029851
1796,128674.694029851
1797,151897.736842105
1798,128674.694029851
1799,114373.508928571
1800,128674.694029851
1801,136277.662650602
1802,178180.879699248
1803,178180.879699248
1804,133742.476744186
1805,128674.694029851
1806,128674.694029851
1807,204235.290322581
1808,151897.736842105
1809,136277.662650602
1810,154787.205128205
1811,136277.662650602
1812,136277.662650602
1813,128674.694029851
1814,104376.447916667
1815,70791.4090909091
1816,114373.508928571
1817,154787.205128205
1818,161744.444444444
1819,128674.694029851
1820,104376.447916667
1821,136277.662650602
1822,178180.879699248
1823,70791.4090909091
1824,136277.662650602
1825,136277.662650602
1826,128674.694029851
1827,114373.508928571
1828,136277.662650602
1829,151897.736842105
1830,178180.879699248
1831,224487.565217391
1832,161744.444444444
1833,161744.444444444
1834,136277.662650602
1835,168160
1836,136277.662650602
1837,104376.447916667
1838,136277.662650602
1839,70791.4090909091
1840,128674.694029851
1841,128674.694029851
1842,128674.694029851
1843,128674.694029851
1844,133742.476744186
1845,136277.662650602
1846,151897.736842105
1847,161744.444444444
1848,70791.4090909091
1849,154787.205128205
1850,128674.694029851
1851,136277.662650602
1852,128674.694029851
1853,128674.694029851
1854,154308.941176471
1855,151897.736842105
1856,209024.433070866
1857,154787.205128205
1858,154787.205128205
1859,154787.205128205
1860,151897.736842105
1861,154787.205128205
1862,304077.666666667
1863,304077.666666667
1864,304077.666666667
1865,355747.925925926
1866,355747.925925926
1867,269788.441860465
1868,244525.326086957
1869,183201.235294118
1870,202739.714285714
1871,269788.441860465
1872,178180.879699248
1873,209024.433070866
1874,114373.508928571
1875,183201.235294118
1876,178180.879699248
1877,183201.235294118
1878,209024.433070866
1879,114373.508928571
1880,133742.476744186
1881,209024.433070866
1882,261714.285714286
1883,209024.433070866
1884,209024.433070866
1885,244525.326086957
1886,244525.326086957
1887,183201.235294118
1888,269788.441860465
1889,178180.879699248
1890,104376.447916667
1891,151897.736842105
1892,104376.447916667
1893,128674.694029851
1894,136277.662650602
