"Id","SalePrice"
1461,121209.699503886
1462,162747.157009343
1463,178849.362166667
1464,184289.841312698
1465,199041.597122222
1466,177144.039999535
1467,177968.653480952
1468,173944.262815073
1469,186618.974708058
1470,117131.742990043
1471,188038.117652381
1472,102498.406941558
1473,107444.067146032
1474,152625.163933333
1475,140940.279988312
1476,348074.98421746
1477,237654.006891749
1478,302330.755084127
1479,281829.018869697
1480,508622.233133333
1481,317603.616157143
1482,210141.916688889
1483,173978.042633391
1484,163278.443277182
1485,169272.0716
1486,207607.663285367
1487,316522.038932334
1488,242007.249914332
1489,188230.132391653
1490,206540.461966667
1491,183251.456363107
1492,113447.095821573
1493,169777.769497983
1494,300418.389328571
1495,324179.175588279
1496,241930.8861
1497,198312.576262524
1498,159162.852657431
1499,161559.456914574
1500,165703.906195238
1501,176715.008233333
1502,151675.508060606
1503,273346.786233333
1504,239153.339716667
1505,232367.238119048
1506,202444.342036364
1507,239551.711633333
1508,202197.6996
1509,174666.449248918
1510,140111.421762771
1511,152668.465652814
1512,165357.031
1513,153428.9001
1514,179422.7989
1515,170621.945375758
1516,149101.784966667
1517,150523.612709091
1518,126612.403857143
1519,200882.85317619
1520,144535.481106603
1521,150406.621448052
1522,162415.045989696
1523,121334.58919374
1524,121804.133094118
1525,135344.152558442
1526,135583.912344046
1527,102450.020052525
1528,140613.361
1529,147750.66189329
1530,165032.553630388
1531,119004.93667629
1532,127518.892666667
1533,146382.179966667
1534,110486.963449711
1535,145408.605738095
1536,123897.490897614
1537,61802.6165238095
1538,159301.447014792
1539,167027.216106638
1540,121880.263498901
1541,130881.0589
1542,156919.827051128
1543,203914.685033333
1544,91203.9711333334
1545,127112.167976191
1546,119383.954904762
1547,137121.491666667
1548,137500.607042857
1549,103250.07601746
1550,140775.795236842
1551,143309.078133333
1552,118339.747738569
1553,135225.661674994
1554,112174.818059155
1555,199606.9455
1556,145300.141477056
1557,160467.886771428
1558,114071.060679365
1559,139780.0804
1560,162740.791033333
1561,164156.507533333
1562,125060.495897151
1563,128622.669753669
1564,156209.261164286
1565,136182.411396296
1566,215595.304779487
1567,101116.241381097
1568,220905.4332
1569,125392.516077778
1570,115038.483533333
1571,120768.298333333
1572,139328.382296825
1573,215523.724357143
1574,115452.128761905
1575,220515.8523
1576,199652.12881282
1577,186794.385339398
1578,148016.61469707
1579,141022.229555411
1580,197936.640601972
1581,139980.473590476
1582,130462.306231013
1583,338331.5531
1584,228372.828111989
1585,146235.18523199
1586,83052.3883261422
1587,100706.221118889
1588,143142.898796825
1589,102429.705784645
1590,134569.9468
1591,105709.745871861
1592,136556.0673
1593,125710.389191486
1594,146536.263732213
1595,129354.35680873
1596,252257.407066667
1597,189435.376233333
1598,171196.158009524
1599,177196.584447619
1600,183166.257719048
1601,64928.9706936508
1602,113486.8224
1603,86986.1830627111
1604,282564.983966667
1605,214147.131038095
1606,162966.862288156
1607,183524.508166667
1608,191369.752429271
1609,186679.362011688
1610,157870.260761328
1611,138252.108614286
1612,138388.669527273
1613,137117.352127273
1614,132332.557733333
1615,86231.3932111111
1616,82085.9486776335
1617,86881.188763492
1618,126201.774740537
1619,122954.996748485
1620,166046.066603463
1621,135550.696718182
1622,154187.31315671
1623,279017.688033333
1624,175532.721512821
1625,130800.714012088
1626,163453.233789119
1627,191295.485333333
1628,254431.553233333
1629,175129.440338095
1630,460710.393147619
1631,242148.726955556
1632,262783.011654545
1633,166861.345861905
1634,181343.472445752
1635,179665.962333333
1636,171796.64069847
1637,188378.3343
1638,201957.021353331
1639,189385.53060303
1640,252488.364966667
1641,191198.846190476
1642,228224.968152381
1643,238054.163719193
1644,239449.85985
1645,198026.189566667
1646,169728.459439394
1647,171790.679838095
1648,135604.485066667
1649,133892.289282973
1650,115913.583163781
1651,118755.084889178
1652,96384.0618082251
1653,97941.415433622
1654,151036.523566667
1655,164547.060960606
1656,147230.01
1657,151579.683966667
1658,146562.158666667
1659,153275.655614719
1660,134571.580615584
1661,443457.3646
1662,365067.4056
1663,387849.5005
1664,530235.543433334
1665,333632.422987768
1666,350456.5155
1667,345135.189095238
1668,333011.775898413
1669,294253.315255555
1670,335835.810665079
1671,284273.4047
1672,535271.371066667
1673,294012.713607692
1674,250845.25788213
1675,197934.352533333
1676,197106.324866667
1677,222771.802957143
1678,558107.9218
1679,399421.867833333
1680,341830.078431746
1681,249148.890519465
1682,301810.759059341
1683,186368.18710353
1684,175699.890689952
1685,173466.007262395
1686,173801.55177326
1687,161188.118222655
